Judul Artikel,URL Artikel,Kategori,Isi Artikel,Halaman
KPAI Desak Dedi Mulyadi Hentikan Sementara Pengiriman Anak ke Barak,https:/ / www. tempo. co/ politik/ kpai- desak- dedi- mulyadi- hentikan- sementara- pengiriman- anak- ke- barak- 1553661,politik,"TEMPO. CO, Jakarta-  Komisi Perlindungan Anak Indonesia  (KPAI)  kembali meminta Gubernur Jawa Barat Dedi Mulyadi untuk menghentikan dan mengevaluasi program pengiriman siswa yang dianggap bermasalah kebarak militer.  Wakil Ketua KPAI Jasra Putra mengatakan desakan penghentian itu didasarkan pada hasil pengawasan KPAI terhadap program barak militer yang diusung Dedi Mulyadi. ",3
"Kasus Ijazah Jokowi: di Polda Berlanjut,  di Bareskrim Setop",https:/ / www. tempo. co/ hukum/ kasus- ijazah- jokowi- di- polda- berlanjut- di- bareskrim- setop- 1553659,hukum,"TEMPO. CO, Jakarta- Polda Metro Jaya menyatakan proses penyelidikan terhadap laporan polisi tentang kasus tuduhan ijazah palsu Jokowi masih berjalan.  ""Laporan polisi yang ditangani oleh Subdit Kamneg itu masih berjalan, "" kata Kabid Humas Polda Metro Jaya,  Kombes Ade Ary Syam Indradi di Jakarta,  Jumat,  23 Mei 2025. ",3
QRIS Bisa Digunakan di Jepang Mulai 17 Agustus 2025,https:/ / www. tempo. co/ ekonomi/ qris- bisa- digunakan- di- jepang- mulai- 17- agustus- 2025- 1553658,ekonomi,"TEMPO. CO, Jakarta- Bank Indonesia  (BI)  mengungkapkan warga Indonesia bisa bertransaksi menggunakan Quick Response Code Indonesian Standard atau QRIS di Jepang mulai 17 Agustus 2025.  QRIS saat ini sudah bisa digunakan di beberapa negara,  yaitu Malaysia,  Thailand,  dan Singapura. ",3
Apa Prospek dan Tantangan Buntut Bank Indonesia Turunkan BI Rate,https:/ / www. tempo. co/ ekonomi/ apa- prospek- dan- tantangan- buntut- bank- indonesia- turunkan- bi- rate- 1553657,ekonomi,"BANK Indonesia  (BI)  mengambil langkah pelonggaran moneter dalam Rapat Dewan Gubernur pada 20–21 Mei 2025.  Bank sentral Tanah Air tersebut memangkas suku bunga acuannya atau BI Rate sebesar 25 basis poin  (bps)  menjadi 5, 50 persen.  Suku bunga Deposit Facility dan Lending Facility juga diturunkan masing- masing menjadi 4, 75 persen 6, 25 persen. ",3
MK Menolak Dua Gugatan PSU Banjarbaru,https:/ / www. tempo. co/ politik/ mk- menolak- dua- gugatan- psu- banjarbaru- 1553656,politik,"TEMPO. CO, Jakarta- Mahkamah Konstitusi menolak gugatan atas hasil pemungutan suara ulang Pemilihan Kepala Daerah Kota Banjarbaru.  Dengan demikian,  Komisi Pemilihan Umum dapat segera mengesahkan kemenangan pasangan calon wali kota dan wakil wali kota Banjarbaru nomor urut 1,  Erna Lisa Halaby dan Wartono. ",3
Budi Arie: Rentenir dan Tengkulak Untung Rp 300 Triliun dari Rantai Pasok Pangan Desa,https:/ / www. tempo. co/ ekonomi/ budi- arie- rentenir- dan- tengkulak- untung- rp- 300- triliun- dari- rantai- pasok- pangan- desa- 1553654,ekonomi,"TEMPO. CO, Jakarta-  Menteri Koperasi Budi ArieSetiadi mengatakan berdasarkan data Kementerian Pertanian, rentenir dan tengkulak mendapatkan keuntungan hingga Rp 300 triliun dari proses distribusi produk desa ke kota.  “Rentenir,  tengkulak ini Rp 300 triliun diambil dari desa,  dari mulai selisih harga misalnya beli wortel Rp 500 dijual ke kota 5 ribu, ” kata Budi Arie dalam sesi rapat kerja dengan Komisi VI,  di Kompleks Parlemen,  Senin,  26 Mei 2025. ",3
Pro Kontra atas Usulan Perpanjangan Usia Pensiun ASN,https:/ / www. tempo. co/ politik/ pro- kontra- atas- usulan- perpanjangan- usia- pensiun- asn- 1553651,politik,"KORPS Pegawai Republik Indonesia atau Korpri mengusulkan kenaikan batas usia pensiun bagi aparatur sipil negara atau ASN kepada Presiden Prabowo Subianto.  Ketua Umum Dewan Pengurus Korpri Nasional Zudan Arif Fakrulloh mengatakan usulan kenaikan batas usia pensiun ASN itu bertujuan mendorong keahlian dan karier pegawai ASN.  Usulan itu tertuang dalam surat bernomor B- 122/ KU/ V/ 2025 tertanggal 15 Mei 2025.  “Ini saya lihat tingkat usia semakin tinggi serta harapan hidup yang semakin bagus sehingga wajar BUP ASN ditambah,  baik yang berada pada jabatan struktural maupun jabatan fungsional, ” kata Zudan dikutip dari keterangan tertulis pada Kamis,  22 Mei 2025.  Kepala Badan Kepegawaian Negara  (BKN)  itu menyebutkan kenaikan usia pensiun diajukan untuk pejabat dengan jabatan manajerial dan nonmanajerial.  Untuk jabatan manajerial,  Korpri mengusulkan agar batas usia pensiun pejabat tinggi utama mencapai 65 tahun dari semula 60 tahun; pejabat pimpinan tinggi madya mencapai 63 tahun dari semula 60 tahun; pejabat pimpinan tinggi pratama mencapai 62 tahun dari semula 60 tahun; dan pejabat administrator serta pejabat pengawas menjadi 60 tahun dari semula 58 tahun.  Adapun untuk jabatan nonmanajerial,  Korpri mengusulkan batasan umur pejabat pelaksana menjadi 59 tahun dari semula 58 tahun,  pejabat fungsional ahli utama pensiun di usia 70 tahun,  pejabat fungsional ahli madya pensiun di umur 65 tahun,  pejabat fungsional ahli muda di 62 tahun,  dan pejabat fungsional ahli pertama di usia 60 tahun.  Korpri juga mengusulkan agar semua pegawai ASN diberikan jabatan fungsional sejak menjadi ASN,  dan yang saat ini sudah menjadi ASN dapat diberikan pilihan mengikuti uji kompetensi menjadi pejabat fungsional.  Menurut Zudan,  pengangkatan dalam jabatan fungsional sejak awal itu bisa membuat para ASN lebih tenang dan fokus bekerja sehingga meningkatkan produktivitas kerja.  Usulan tersebut mendapat tanggapan dari berbagai kalangan.  Ada yang setuju,  ada pula yang mempertanyakan dasar usulan tersebut.  Ketua Majelis Permusyawaratan Rakyat  (MPR)  Ahmad Muzani menyambut baik usulan Korpri yang ingin batas usia pensiun ASN diperluas.  Menurut dia,  penambahan usia pensiun ASN bisa menguntungkan negara.  “Kalau ada pemikiran dari Badan Kepegawaian Negara untuk memperpanjang usia pensiun,  saya kira lebih banyak dilatarbelakangi oleh bagaimana negara mendapatkan nilai manfaat yang lebih maksimal dari seorang  (ASN)  itu, ” ujar Muzani di kompleks parlemen,  Senayan,  Jakarta,  Jumat,  23 Mei 2025.  Sekretaris Jenderal Partai Gerindra itu mengatakan seorang ASN yang telah mendekati usia pensiun relatif cukup sehat,  kuat,  dan memiliki jam terbang tinggi.  Namun,  bila harus berhenti bekerja di puncak produktivitasnya itu,  dia menilai bisa merugikan negara.  “Karena itu akan sangat sayang karena sesungguhnya investasi negara terhadap berbagai macam latihan,  pendidikan dari yang bersangkutan sudah begitu banyak, ” ujarnya.  Dia mengatakan tidak tahu berapa usia yang ideal bagi ASN untuk pensiun.  Namun,  menurut dia,  penambahan batas usia pensiun harus dimanfaatkan negara dengan sebaik- baiknya.  Sehingga,  sekali pun penambahan masa kerja ASN menghambat regenerasi dan menimbulkan bertambahnya anggaran,  hal itu tidak perlu dipermasalahkan.  “Harapannya tentu saja,  dengan memperpanjang usia pensiun,  profesionalitas dan mutu pelayanan akan jauh lebih bagus.  Mestinya begitu,  bukan sekadar persoalan keuangan, ” tuturnya.  Menteri Pendayagunaan Aparatur Negara dan Reformasi Birokrasi  (PAN- RB)  Rini Widyantini mengatakan usulan penambahan usia pensiun ASN harus dikaji secara cermat.  Menurut dia,  penentuan batas usia pensiun didasarkan masa produktif pegawai dan telah mempertimbangkan sejumlah aspek dalam manajemen ASN.  Dia menjelaskan,  aspek tersebut antara lain produktivitas,  pembinaan karier,  pengembangan kompetensi,  dan juga faktor lainnya.  “Usulan tersebut perlu dikaji dan melibatkan berbagai pihak dengan memperhatikan aspek secara lebih holistik, ” ujar Rini kepadaTempopada Jumat,  23 Mei 2025.  Ketua Dewan Perwakilan Rakyat  (DPR)  Puan Maharani mempertanyakan dasar usulan perpanjangan batas usia pensiun ASN.  Dia ingin mengetahui apakah sebelum diusulkan oleh Korpri,  kajian terhadap usulan itu telah dibuat.  “Terkait dengan usia pensiun ASN untuk diperpanjang,  ya,  sebaiknya itu dikaji dulu lebih lanjut, ” kata Puan di kompleks parlemen,  Ahad,  25 Mei 2025.  Dia menilai sebuah usulan harus disertai kajian yang mendalam dan rinci.  Misalnya,  dalam usulan penambahan batas usia pensiun ASN,  menurut Puan harus mempertimbangkan aspek produktivitas dan kinerja pegawai.  “Apakah itu memang kalau diperpanjang produktivitas dari kepegawaian itu akan lebih baik, ” tutur Puan.  Ketua Dewan Pengurus Pusat Partai Demokrasi Indonesia Perjuangan  (DPP PDIP)  itu menilai seharusnya usulan tersebut menekankan pada hasil kinerja ASN.  “Yang penting itu kan bagaimana nantinya ASN itu bisa lebih efektif dalam melayani masyarakat, ” ucapnya.  Puan juga menekankan kajian usulan itu harus mempertimbangkan kemampuan anggaran pendapatan dan belanja negara.  “Jangan kemudian nanti membebani APBN, ” tuturnya.  Guru besar Ilmu Pemerintahan dari Institut Pemerintahan Dalam Negeri,  Djohermansyah Djohan,  mengatakan beberapa negara di Asia menerapkan kebijakan perpanjangan batas usia pensiun bagi ASN.  Namun kebijakan itu tidak bisa diterapkan di Indonesia dalam situasi saat ini.  “Usulan ini tidak mendesak dan tidak cukup kuat argumentasi untuk diwujudkan, ” kata dia pada Sabtu,  24 Mei 2025.  Dia menyebutkan Korea Selatan,  Jepang,  dan Singapura memperpanjang batas usia pensiun ASN hingga di atas usia 60 tahun.  Namun kebijakan itu dilakukan lantaran minimnya calon pengganti ASN.  Masalahnya,  kata dia,  di Indonesia yang terjadi adalah sebaliknya.  Pencari kerja atau mereka yang ingin menjadi ASN sangat banyak tanpa dibarengi lapangan pekerjaan yang memadai.  “Kalau bicara mendesak,  justru regenerasi ASN yang harus lebih diutamakan.  Bukan mempertahankan ASN di jabatan tertentu dalam jangka waktu yang lama, ” ujarnya.  Djohan menyebutkan alasan Korpri bahwa usulan ini didasari atas pertimbangan meningkatnya usia harapan hidup  (UHH)  di Indonesia juga tidak dapat dilegitimasi begitu saja.  Sebab,  memasuki usia di atas 60 tahun,  akan terjadi banyak penurunan daya di tubuh manusia.  Penurunan inilah yang kemudian dikhawatirkan akan mengganggu pelayanan masyarakat.  “Alasan ASN demotivasi juga tidak kuat argumentasinya.  Karena itu,  saya rasa usulan ini tidak relevan, ” kata mantan Direktur Jenderal Otonomi Daerah Kementerian Dalam Negeri itu.    Pilihan editor : Kontroversi Perpres Pelindungan terhadap Jaksa dan Keluarganya",3
"Soal Usia Pensiun ASN,  Istana: Perlu Dipertimbangkan Aspek Regenerasi",https:/ / www. tempo. co/ politik/ soal- usia- pensiun- asn- istana- perlu- dipertimbangkan- aspek- regenerasi- 1553647,politik,"TEMPO. CO, Jakarta-  Kepala Kantor Komunikasi Kepresidenanan Hasan Nasbi mengatakan,  ada banyak pertimbangan untuk memperpanjang batasusia pensiun aparatur sipil negara.  Usulan dari Korpri itu perlu dipertimbangkan dari berbagai aspek seperti kaderisasi dan regenerasi. ",3
Praperadilan Tersangka Pembunuhan di Lebak Bulus Digelar Juni,https:/ / www. tempo. co/ hukum/ praperadilan- tersangka- pembunuhan- di- lebak- bulus- digelar- juni- 1553646,hukum,"TEMPO. CO, Jakarta-  Pengacara Publik Lembaga Bantuan Hukum Masyarakat  (LBHM)  Maruf Bajammal mengatakan,  permohonan praperadilan atas penahanan remaja berinisial MAS sudah terdaftar di Pengadilan Negeri Jakarta Selatan.  MAS,  14 tahun,  adalah tersangka pembunuhan terhadap ayah dan neneknya di Lebak Bulus,  Jakarta Selatan,  pada November 2024.  ""Jadwal sidang tanggal 2 Juni 2025, ” kata Maruf pada Senin,  26 Mei 2025. ",3
Mabes TNI: 4. 472 Prajurit Telah Ditugaskan di Kementerian/ Lembaga,https:/ / www. tempo. co/ politik/ mabes- tni- 4- 472- prajurit- telah- ditugaskan- di- kementerian- lembaga- 1553641,politik,"TEMPO. CO, Jakarta-  Data termutakhir Tentara Nasional Indonesia  (TNI)  menunjukkan ada sekitar 4. 472 prajurit aktif di Pemerintahan Presiden Prabowo Subianto.  Kepala Pusat Penerangan TNI Mayor Jenderal Kristomei Sianturi mengungkap data tersebut. ",4
Pemerintah akan Diskon Tarif Listrik 50 Persen pada Juni- Juli 2025,https:/ / www. tempo. co/ ekonomi/ pemerintah- akan- diskon- tarif- listrik- 50- persen- pada- juni- juli- 2025- 1553640,ekonomi,"TEMPO. CO, Jakarta-  Pemerintah akan memberikan diskon tarif listrik sebesar 50 persen pada Juni dan Juli 2025.  Menteri Koordinator Bidang Perekonomian Airlangga Hartarto mengatakan diskon itu merupakan satu dari enam paket subsidi dan bantuan pemerintah yang akan diluncurkan pada 5 Juni 2025.  “Diskon tarif listrik sebesar 50 persen selama bulan Juni dan Juli 2025 yang ditargetkan bagi 79, 3 juta rumah tangga, ” kata Airlangga melalui keterangan tertulis,  Sabtu,  24 Mei 2025. ",4
"Airlangga dan Mendag Cina Tanda Tangani Dua MoU,  Potensi Investasi hingga Rp 81 Triliun",https:/ / www. tempo. co/ ekonomi/ airlangga- dan- mendag- cina- tanda- tangani- dua- mou- potensi- investasi- hingga- rp- 81- triliun- 1553638,ekonomi,"TEMPO. CO, Jakarta-  Menteri Koordinator Perekonomian Airlangga Hartarto dan Menteri Perdagangan Cina Wang Wentao menandatangani dua Memorandum of Understanding  (MoU) .  Kerja sama tersebut berpotensi menarik investasi hingga Rp 81, 5 triliun dan menciptakan sekitar 15 ribu lapangan kerja di Indonesia. ",4
Mengenal Para Pemeran Lilo & Stitch,https:/ / www. tempo. co/ teroka/ mengenal- para- pemeran- lilo- stitch- 1553629,hiburan,"Film Lilo   & Stitch versi live- action telah tayang pada Rabu,  21 Mei 2025.  Film ini merupakan adaptasi dari animasi klasik berjudul sama yang pertama kali dirilis oleh Disney pada 2002.  Film Lilo & Stitch versi live action ini bernuansa baru dalam perpaduan genre petualangan,  komedi,  dan fiksi ilmiah,  sembari tetap mempertahankan esensi cerita yang penuh makna tentang keluarga,  persahabatan,  dan penerimaan. ",4
Siapa Pemilik Ayam Goreng Widuran Solo yang Viral karena Label Nonhalal?,https:/ / www. tempo. co/ ekonomi/ siapa- pemilik- ayam- goreng- widuran- solo- yang- viral- karena- label- nonhalal- - 1553625,ekonomi,"TEMPO. CO, Jakarta-  Rumah Makan Ayam Goreng Widuran di KotaSolo,  Jawa Tengah,  tengah menjadi sorotan setelah mengumumkan bahwa makanan yang dijual adalah produk non- halal.  Pengumuman itu dibagikan di akun media sosial Instagram @ayamGoreng Widuransolo pada Jumat,  23 Mei 2025.  Melalui pemberitahuan tersebut,  pengelola menyampaikan permohonan maaf sekaligus menyatakan telah mencantumkan keterangan non- halal di seluruh gerai rumah makan mereka. “Kami berharap masyarakat dapat memberi kami ruang untuk memperbaiki dan membenahi semuanya dengan itikad baik, ”kata pengelola dalam pengumumannya.  Warung makan yang mencantumkan keterangan “sejak 1973” itu menjadi buah bibir lantaran baru memberi tahu bahwa menu yang dijual adalah non- halal.  Lantas,  siapa pemilik Ayam Goreng Widuran Solo?  Berdasarkan penelusuranTempodalam sebuah video YouTube yang diunggah Jony Rahardja,  pada Sabtu,  29 Mei 2021,  pemilik Ayam Goreng Widuran Solo bernama Indra.  Indra merupakan pengusaha keturunan Tionghoa yang menjalankan bisnis rumah makannya di Jalan Sutan Syahrir Nomor 71,  Kota Surakarta.  Tak hanya itu,  Indra juga membuka cabang Ayam Goreng Widuran di Ruko Sudirman Square Nomor 5,  Kota Solo.  Usaha warung makannya juga berekspansi hingga ke Pulau Dewata,  tepatnya di Jalan Imam Bonjol Nomor 371,  Denpasar,  sehingga totalnya terdapat tiga cabang di seluruh Indonesia.  Melansir laman resmi Pemerintah Provinsi  (Pemprov)  Kota Denpasar,  Ayam Goreng Widuran yang berada di Bali mulai beroperasi sejak 2006.  Salah satu lokasi kuliner legendaris tersebut menawarkan menu utama berupa ayam goreng yang disajikan dengankremesantepung yang renyah.  Harga ayam goreng di warung makan Ayam Goreng Widuran beragam,  mulai dari Rp 35 ribu untuk satu potong ayam goreng kremes hingga Rp 120 ribu untuk satu ekor ayam kampung.  Selain itu,  terdapat pula beraneka macam minuman yang dijual dengan harga yang bervariasi,  salah satunya adalah es kelengkeng.   Usai viral di media sosial,  Bhayangkara Pembina Keamanan dan Ketertiban Masyarakat  (Bhabinkamtibmas)  Kelurahan Kepatihan Kulon,  Kepolisian Sektor  (Polsek)  Jebres,  Solo bersama Bintara Pembina Desa  (Babinsa)  menyambangi warung Ayam Goreng Widuran.  Dari pertemuan tersebut,  pemilik warung mengakui bahwa makanan yang disajikan tidakhalal.  Menanggapi hal itu,  Bhabinkamtibmas mengimbau pemilik Ayam Goreng Widuran agar mencantumkan informasi kehalalan produk dengan jelas di spanduk ataubanner.  Pemilik diminta mengganti spanduk yang sebelumnya tidak mencantumkan keterangan nonhalal guna menghindari kesalahpahaman dan potensi komplain dari konsumen.  “Kami mengimbau seluruh pelaku usaha kuliner agar memberikan informasi yang jujur dan terbuka kepada masyarakat,  terutama terkait bahan makanan yang digunakan.  Hal ini penting demi menjaga kenyamanan dan kepercayaan konsumen, ” kata Kepala Polsek  (Kapolsek)  Jebres Komisaris Polisi  (Kompol)  Murtiyoko dalam keterangannya,  Sabtu,  24 Mei 2025.    Pilihan Editor:Mengapa MUI Tak Mencabut Label Halal Jajanan Mengandung Babi",4
Pasukan Muda Barcelona: Lahirnya Sebuah Era,https:/ / www. tempo. co/ olahraga/ barcelona- la- masia- liga- champions- 1553595,olahraga,"KETIKA mulai bertugas sebagai pelatih kepala FC Barcelona pada Mei 2024, Hansi Flick mendapati masalah besar: para pemain senior melempem.  Robert Lewandowski,  Raphinha,  dan Frenkie de Jong kehilangan kepercayaan diri. ",4
Istana: Menteri Keuangan Pengusul Djaka Budi Utama jadi Dirjen Bea Cukai,https:/ / www. tempo. co/ politik/ istana- menteri- keuangan- pengusul- djaka- budi- utama- jadi- dirjen- bea- cukai- 1553621,politik,"TEMPO. CO, Jakarta-  Kepala Kantor Komunikasi Kepresidenanan atau Presidential Communication Office  (PCO)  Hasan Nasbi mengatakan,  Menteri Keuangan Sri Mulyani merupakan pengusul Djaka Budi Utama diangkat sebagai Dirjen Bea Cukai Kementerian Keuangan.  Setelah itu,  Presiden Prabowo Subianto menyetujui pengangkatan itu. ",4
Polda Metro Jaya Periksa Rismon Sianipar Ihwal Ijazah Jokowi,https:/ / www. tempo. co/ hukum/ polda- metro- jaya- periksa- rismon- sianipar- ihwal- ijazah- jokowi- 1553619,hukum,"TEMPO. CO, Jakarta-  Penyelidik Kepolisian Daerah Metropolitan Jakarta Raya  (Polda Metro Jaya)  memeriksa ahli forensik digital Rismon Sianipar sebagai saksi dalam kasus ijazah mantan Presiden Joko Widodo.  Pemeriksaan berlangsung sejak pagi hari di gedung Polda Metro Jaya,  Senin,  26 Mei 2025. ",4
KPK Periksa 6 Saksi Korupsi Bansos Presiden di Masa Pandemi,https:/ / www. tempo. co/ hukum/ kpk- periksa- 6- saksi- korupsi- bansos- presiden- di- masa- pandemi- 1553602,hukum,"TEMPO. CO, Jakarta-  Komisi Pemberantasan Korupsi  (KPK)  menjadwalkan pemeriksaan terhadap enam saksi dalam dugaan korupsi pengadaan bantuan sosial ataubansos presidendi Kementerian Sosial RI,  tahun anggaran 2020.  ""Pengadaan bansos ini untuk wilayah Jabodetabek, "" kata juru bicara KPK Budi Prasetyo lewat keterangan tertulis,  Senin,  26 Mei 2025. ",4
Istana Minta Tulisan Opini Detik. com Diunggah Kembali,https:/ / www. tempo. co/ politik/ istana- minta- tulisan- opini- detik- com- diunggah- kembali- 1553616,politik,"TEMPO. CO, Jakarta-  Kepala Kantor Komunikasi Kepresidenanan atau Presidential Communication Office  (PCO) Hasan Nasbimenyarankan,  tulisan opini didetik. comyang mengkritik pengangkatan Djaka Budi Utama sebagai Dirjen Bea Cukai Kementerian Keuangan kembali diunggah.  Pemerintah,  kata dia,  tidak bermasalah dengan berbagai kritik. ",4
